26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
26,10,11,26,26,26,26,26,26,26,26,26,10,11,26,26
26,26,26,26,26,26,26,26,10,11,26,26,26,26,26,26
26,6,7,7,7,7,7,7,7,7,7,7,7,7,9,26
26,26,2,0,2,2,2,2,2,2,2,2,2,2,26,26
11,26,2,2,1,2,2,2,2,0,2,1,2,2,26,26
26,26,2,16,17,18,33,33,33,33,33,17,18,2,26,26
26,26,2,2,2,2,2,2,2,2,2,2,2,2,10,11
26,26,2,2,3,2,2,0,2,2,2,3,2,0,26,26
26,26,2,2,19,2,2,2,4,5,2,19,2,2,26,26
26,12,2,2,2,2,2,2,20,21,2,2,2,2,14,26
12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
