-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111,111,111,112,113,85,86,111,111,111,111,111,111,112,113,85,86,111,111,111,111,112,113,85,86,111,111,111,111,112,113,85
4,36,36,4,5,85,86,4,5,37,4,36,37,37,5,85,86,4,5,4,5,5,5,85,86,4,4,4,5,4,5,85
4,36,12,4,5,85,86,4,12,37,36,12,36,12,5,85,86,4,12,4,5,12,5,85,86,36,12,4,37,12,5,85
4,36,37,4,5,85,86,4,5,37,36,37,37,4,5,85,86,4,5,4,5,37,5,85,86,36,4,4,37,4,5,85
4,36,37,4,5,85,86,4,4,5,36,36,37,4,5,85,86,4,12,4,5,12,5,85,86,36,12,36,37,12,5,85
36,12,37,12,5,85,86,36,12,5,36,12,37,12,5,85,86,4,5,4,5,37,37,85,86,36,4,36,37,37,5,85
36,37,37,4,5,85,86,4,5,5,36,36,37,5,37,85,86,4,12,5,5,12,37,85,86,36,12,5,36,12,5,85
36,37,37,4,4,86,86,36,12,5,36,37,4,12,5,85,86,4,36,37,37,37,37,85,86,36,4,5,36,37,5,85
4,5,5,5,4,86,118,36,37,4,4,4,5,5,5,85,86,4,4,4,4,5,37,85,86,36,4,5,5,5,5,117
4,134,135,37,4,85,86,36,37,4,134,135,5,37,37,85,86,36,4,134,135,5,5,85,86,36,4,134,135,5,5,85
4,166,167,5,4,85,86,4,4,4,166,167,5,5,5,85,86,4,4,166,167,5,5,85,86,36,36,166,167,37,37,117
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,27
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,58,58,58,58,59
58,58,26,27,27,27,27,27,27,27,27,27,27,27,58,58,58,58,58,58,59,58,58,58,58,58,58,58,58,58,26,27
26,26,26,26,26,26,26,26,26,26,26,26,26,26,58,59,59,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
